,neg,pos
53,cv919_18155.txt,cv215_22240.txt
54,cv158_10914.txt,cv872_12591.txt
55,cv873_19937.txt,cv770_10451.txt
56,cv051_10751.txt,cv820_22892.txt
57,cv206_15893.txt,cv422_9381.txt
58,cv052_29318.txt,cv599_20988.txt
59,cv497_27086.txt,cv709_10529.txt
60,cv234_22123.txt,cv997_5046.txt
61,cv313_19337.txt,cv574_22156.txt
62,cv452_5179.txt,cv160_10362.txt
63,cv132_5423.txt,cv702_11500.txt
64,cv849_17215.txt,cv993_29737.txt
65,cv227_25406.txt,cv561_9201.txt
66,cv688_7884.txt,cv545_12014.txt
67,cv512_17618.txt,cv282_6653.txt
68,cv716_11153.txt,cv577_28549.txt
69,cv962_9813.txt,cv566_8581.txt
70,cv195_16146.txt,cv098_15435.txt
71,cv658_11186.txt,cv666_18963.txt
72,cv380_8164.txt,cv972_26417.txt
73,cv484_26169.txt,cv889_21430.txt
74,cv202_11382.txt,cv430_17351.txt
75,cv492_19370.txt,cv862_14324.txt
76,cv736_24947.txt,cv134_22246.txt
77,cv806_9405.txt,cv551_10565.txt
78,cv248_15672.txt,cv553_26915.txt
79,cv472_29140.txt,cv744_10038.txt
80,cv696_29619.txt,cv912_5674.txt
81,cv576_15688.txt,cv999_13106.txt
82,cv154_9562.txt,cv588_13008.txt
83,cv259_11827.txt,cv310_13091.txt
84,cv478_15921.txt,cv584_29722.txt
85,cv833_11961.txt,cv397_29023.txt
86,cv333_9443.txt,cv926_17059.txt
87,cv156_11119.txt,cv102_7846.txt
88,cv745_14009.txt,cv667_18467.txt
89,cv662_14791.txt,cv395_10849.txt
90,cv659_21483.txt,cv776_20529.txt
91,cv076_26009.txt,cv085_1381.txt
92,cv755_24881.txt,cv582_6559.txt
93,cv094_27868.txt,cv411_15007.txt
94,cv368_11090.txt,cv071_12095.txt
95,cv656_25395.txt,cv088_24113.txt
96,cv098_17021.txt,cv760_8597.txt
97,cv794_17353.txt,cv488_19856.txt
98,cv337_29061.txt,cv557_11449.txt
99,cv817_3675.txt,cv199_9629.txt
100,cv939_11247.txt,cv991_18645.txt
101,cv581_20790.txt,cv314_14422.txt
102,cv977_4776.txt,cv359_6647.txt
103,cv031_19540.txt,cv904_24353.txt
104,cv361_28738.txt,cv232_14991.txt
105,cv987_7394.txt,cv114_18398.txt
106,cv440_16891.txt,cv457_18453.txt
107,cv721_28993.txt,cv804_10862.txt
108,cv488_21453.txt,cv145_11472.txt
109,cv735_20218.txt,cv022_12864.txt
110,cv949_21565.txt,cv473_7367.txt
111,cv276_17126.txt,cv475_21692.txt
112,cv944_15042.txt,cv326_13295.txt
113,cv057_7962.txt,cv338_8821.txt
114,cv410_25624.txt,cv200_2915.txt
115,cv589_12853.txt,cv550_22211.txt
116,cv710_23745.txt,cv604_2230.txt
117,cv139_14236.txt,cv441_13711.txt
118,cv819_9567.txt,cv957_8737.txt
119,cv441_15276.txt,cv941_10246.txt
120,cv402_16097.txt,cv627_11620.txt
121,cv975_11920.txt,cv402_14425.txt
122,cv993_29565.txt,cv206_14293.txt
123,cv119_9909.txt,cv044_16969.txt
124,cv851_21895.txt,cv332_16307.txt
125,cv680_10533.txt,cv965_26071.txt
126,cv697_12106.txt,cv223_29066.txt
127,cv109_22599.txt,cv481_7436.txt
128,cv087_2145.txt,cv217_28842.txt
129,cv738_10287.txt,cv854_17740.txt
130,cv565_29403.txt,cv111_11473.txt
131,cv245_8938.txt,cv772_12119.txt
132,cv827_19479.txt,cv244_21649.txt
133,cv447_27334.txt,cv346_18168.txt
134,cv682_17947.txt,cv787_13743.txt
135,cv014_15600.txt,cv023_12672.txt
136,cv205_9676.txt,cv576_14094.txt
137,cv650_15974.txt,cv132_5618.txt
138,cv863_7912.txt,cv786_22497.txt
139,cv841_3367.txt,cv658_10532.txt
140,cv192_16079.txt,cv364_12901.txt
141,cv525_17930.txt,cv964_6021.txt
142,cv925_9459.txt,cv990_11591.txt
143,cv246_28668.txt,cv938_10220.txt
144,cv140_7963.txt,cv179_9228.txt
145,cv807_23024.txt,cv790_14600.txt
146,cv634_11989.txt,cv648_15792.txt
147,cv328_10908.txt,cv313_18198.txt
148,cv443_22367.txt,cv626_7410.txt
149,cv092_27987.txt,cv385_29741.txt
150,cv317_25111.txt,cv054_4230.txt
151,cv237_20635.txt,cv043_15013.txt
152,cv540_3092.txt,cv186_2269.txt
153,cv468_16844.txt,cv021_15838.txt
154,cv442_15499.txt,cv129_16741.txt
155,cv054_4101.txt,cv913_29252.txt
156,cv477_23530.txt,cv523_16615.txt
157,cv799_19812.txt,cv503_10558.txt
158,cv438_8500.txt,cv939_10583.txt
159,cv387_12391.txt,cv202_10654.txt
160,cv765_20429.txt,cv856_29013.txt
161,cv261_11855.txt,cv463_10343.txt
162,cv926_18471.txt,cv089_11418.txt
163,cv958_13020.txt,cv288_18791.txt
164,cv016_4348.txt,cv587_19162.txt
165,cv562_10847.txt,cv783_13227.txt
166,cv444_9975.txt,cv623_15356.txt
167,cv539_21865.txt,cv640_5378.txt
168,cv187_14112.txt,cv573_29525.txt
169,cv880_29629.txt,cv933_23776.txt
170,cv578_16825.txt,cv317_24049.txt
171,cv354_8573.txt,cv508_16006.txt
172,cv862_15924.txt,cv461_19600.txt
173,cv127_16451.txt,cv165_22619.txt
174,cv425_8603.txt,cv204_8451.txt
175,cv620_2556.txt,cv987_6965.txt
176,cv590_20712.txt,cv136_11505.txt
177,cv998_15691.txt,cv377_7946.txt
178,cv211_9955.txt,cv433_10144.txt
179,cv713_29002.txt,cv025_3108.txt
180,cv542_20359.txt,cv846_29497.txt
181,cv913_29127.txt,cv684_11798.txt
182,cv874_12182.txt,cv624_10744.txt
183,cv114_19501.txt,cv390_11345.txt
184,cv178_14380.txt,cv393_29327.txt
185,cv789_12991.txt,cv594_11039.txt
186,cv882_10042.txt,cv976_10267.txt
187,cv790_16202.txt,cv677_17715.txt
188,cv372_6654.txt,cv869_23611.txt
189,cv991_19973.txt,cv895_21022.txt
190,cv950_13478.txt,cv418_14774.txt
191,cv330_29675.txt,cv045_23923.txt
192,cv705_11973.txt,cv601_23453.txt
193,cv867_18362.txt,cv263_19259.txt
194,cv881_14767.txt,cv785_22600.txt
195,cv597_26744.txt,cv492_18271.txt
196,cv091_7899.txt,cv370_5221.txt
197,cv001_19502.txt,cv673_24714.txt
198,cv028_26964.txt,cv403_6621.txt
199,cv554_14678.txt,cv443_21118.txt
200,cv196_28898.txt,cv121_17302.txt
201,cv351_17029.txt,cv532_6522.txt
202,cv617_9561.txt,cv784_14394.txt
203,cv943_23547.txt,cv321_12843.txt
204,cv733_9891.txt,cv698_15253.txt
205,cv256_16529.txt,cv513_6923.txt
206,cv230_7913.txt,cv595_25335.txt
207,cv110_27832.txt,cv366_10221.txt
208,cv072_5928.txt,cv564_11110.txt
209,cv008_29326.txt,cv683_12167.txt
210,cv909_9973.txt,cv201_6997.txt
211,cv170_29808.txt,cv231_10425.txt
212,cv393_29234.txt,cv663_13019.txt
213,cv251_23901.txt,cv415_22517.txt
214,cv809_5012.txt,cv032_22550.txt
215,cv899_17812.txt,cv609_23877.txt
216,cv694_4526.txt,cv181_14401.txt
217,cv777_10247.txt,cv607_7717.txt
218,cv038_9781.txt,cv605_11800.txt
219,cv557_12237.txt,cv396_17989.txt
220,cv021_17313.txt,cv998_14111.txt
221,cv381_21673.txt,cv755_23616.txt
222,cv141_17179.txt,cv711_11665.txt
223,cv049_21917.txt,cv064_24576.txt
224,cv507_9509.txt,cv843_15544.txt
225,cv133_18065.txt,cv103_11021.txt
226,cv607_8235.txt,cv707_10678.txt
227,cv282_6833.txt,cv352_5524.txt
228,cv152_9052.txt,cv829_20289.txt
229,cv258_5627.txt,cv382_7897.txt
230,cv657_25835.txt,cv749_17765.txt
231,cv485_26879.txt,cv278_13041.txt
232,cv432_15873.txt,cv161_11425.txt
233,cv892_18788.txt,cv974_22941.txt
234,cv814_20316.txt,cv128_29627.txt
235,cv748_14044.txt,cv581_19381.txt
236,cv168_7435.txt,cv038_9749.txt
237,cv548_18944.txt,cv979_18921.txt
238,cv199_9721.txt,cv238_12931.txt
239,cv287_17410.txt,cv319_14727.txt
240,cv707_11421.txt,cv603_17694.txt
241,cv165_2389.txt,cv300_22284.txt
242,cv870_18090.txt,cv653_19583.txt
243,cv314_16095.txt,cv272_18974.txt
244,cv090_0049.txt,cv398_15537.txt
245,cv674_11593.txt,cv078_14730.txt
246,cv458_9000.txt,cv010_29198.txt
247,cv495_16121.txt,cv478_14309.txt
248,cv108_17064.txt,cv916_15467.txt
249,cv367_24065.txt,cv298_23111.txt
250,cv569_26750.txt,cv368_10466.txt
251,cv538_28485.txt,cv017_22464.txt
252,cv397_28890.txt,cv459_20319.txt
253,cv948_25870.txt,cv130_17083.txt
254,cv434_5641.txt,cv294_11684.txt
255,cv437_24070.txt,cv724_13681.txt
256,cv346_19198.txt,cv571_29366.txt
257,cv061_9321.txt,cv882_10026.txt
258,cv138_13903.txt,cv600_23878.txt
259,cv183_19826.txt,cv008_29435.txt
260,cv559_0057.txt,cv549_21443.txt
261,cv244_22935.txt,cv845_14290.txt
262,cv022_14227.txt,cv082_11080.txt
263,cv798_24779.txt,cv849_15729.txt
264,cv309_23737.txt,cv994_12270.txt
265,cv356_26170.txt,cv728_16133.txt
266,cv029_19943.txt,cv233_15964.txt
267,cv413_7893.txt,cv981_14989.txt
268,cv890_3515.txt,cv826_11834.txt
269,cv972_26837.txt,cv198_18180.txt
270,cv389_9611.txt,cv879_14903.txt
271,cv281_24711.txt,cv931_17563.txt
272,cv428_12202.txt,cv842_5866.txt
273,cv751_17208.txt,cv069_10801.txt
274,cv499_11407.txt,cv101_10175.txt
275,cv466_20092.txt,cv291_26635.txt
276,cv840_18033.txt,cv005_29443.txt
277,cv676_22202.txt,cv812_17924.txt
278,cv136_12384.txt,cv917_29715.txt
279,cv312_29308.txt,cv898_14187.txt
280,cv553_26965.txt,cv504_29243.txt
281,cv085_15286.txt,cv771_28665.txt
282,cv689_13701.txt,cv284_19119.txt
283,cv547_18043.txt,cv890_3977.txt
284,cv686_15553.txt,cv104_18134.txt
285,cv126_28821.txt,cv738_10116.txt
286,cv364_14254.txt,cv308_5016.txt
287,cv516_12117.txt,cv302_25649.txt
288,cv982_22209.txt,cv682_16139.txt
289,cv123_12165.txt,cv881_13254.txt
290,cv188_20687.txt,cv113_23102.txt
291,cv307_26382.txt,cv903_17822.txt
292,cv003_12683.txt,cv873_18636.txt
293,cv427_11693.txt,cv400_19220.txt
294,cv493_14135.txt,cv837_27325.txt
295,cv209_28973.txt,cv838_24728.txt
296,cv594_11945.txt,cv251_22636.txt
297,cv166_11959.txt,cv049_20471.txt
298,cv379_23167.txt,cv608_23231.txt
299,cv591_24887.txt,cv831_14689.txt
300,cv226_26692.txt,cv424_8831.txt
301,cv941_10718.txt,cv303_27520.txt
302,cv043_16808.txt,cv748_12786.txt
303,cv063_28852.txt,cv540_3421.txt
304,cv285_18186.txt,cv176_12857.txt
305,cv342_20917.txt,cv072_6169.txt
306,cv105_19135.txt,cv629_14909.txt
307,cv214_13285.txt,cv518_13331.txt
308,cv835_20531.txt,cv428_11347.txt
309,cv135_12506.txt,cv590_19290.txt
310,cv181_16083.txt,cv007_4968.txt
311,cv834_23192.txt,cv467_25773.txt
312,cv994_13229.txt,cv589_12064.txt
313,cv551_11214.txt,cv468_15228.txt
314,cv664_4264.txt,cv538_28667.txt
315,cv298_24487.txt,cv706_24716.txt
316,cv117_25625.txt,cv953_6836.txt
317,cv974_24303.txt,cv496_10530.txt
318,cv218_25651.txt,cv379_21963.txt
319,cv273_28961.txt,cv529_10420.txt
320,cv429_7937.txt,cv046_10188.txt
321,cv965_26688.txt,cv819_9364.txt
322,cv345_9966.txt,cv840_16321.txt
323,cv053_23117.txt,cv878_15694.txt
324,cv749_18960.txt,cv087_1989.txt
325,cv399_28593.txt,cv860_13853.txt
326,cv653_2107.txt,cv106_16807.txt
327,cv722_7571.txt,cv156_10481.txt
328,cv325_18330.txt,cv905_29114.txt
329,cv210_9557.txt,cv018_20137.txt
330,cv336_10363.txt,cv015_29439.txt
331,cv207_29141.txt,cv628_19325.txt
332,cv879_16585.txt,cv847_1941.txt
333,cv323_29633.txt,cv686_13900.txt
334,cv709_11173.txt,cv835_19159.txt
335,cv603_18885.txt,cv237_19221.txt
336,cv582_6678.txt,cv246_28807.txt
337,cv979_2029.txt,cv676_21090.txt
338,cv263_20693.txt,cv816_13655.txt
339,cv401_13758.txt,cv852_27523.txt
340,cv742_8279.txt,cv335_14665.txt
341,cv767_15673.txt,cv131_10713.txt
342,cv093_15606.txt,cv035_3954.txt
343,cv385_29621.txt,cv225_29224.txt
344,cv395_11761.txt,cv255_13683.txt
345,cv193_5393.txt,cv297_10047.txt
346,cv823_17055.txt,cv307_25270.txt
347,cv826_12761.txt,cv827_18331.txt
348,cv509_17354.txt,cv214_12294.txt
349,cv759_15091.txt,cv745_12773.txt
350,cv665_29386.txt,cv541_28835.txt
351,cv243_22164.txt,cv442_13846.txt
352,cv424_9268.txt,cv828_19831.txt
353,cv086_19488.txt,cv708_28729.txt
354,cv291_26844.txt,cv408_5297.txt
355,cv530_17949.txt,cv715_18179.txt
356,cv734_22821.txt,cv419_13394.txt
357,cv362_16985.txt,cv539_20347.txt
358,cv690_5425.txt,cv643_29349.txt
359,cv769_8565.txt,cv719_5713.txt
360,cv969_14760.txt,cv124_4122.txt
361,cv182_7791.txt,cv148_16345.txt
362,cv017_23487.txt,cv992_11962.txt
363,cv225_29083.txt,cv510_23360.txt
364,cv600_25043.txt,cv172_11131.txt
365,cv567_29420.txt,cv484_25054.txt
366,cv902_13217.txt,cv635_10022.txt
367,cv583_29465.txt,cv406_21020.txt
368,cv419_14799.txt,cv525_16122.txt
369,cv671_5164.txt,cv810_12458.txt
370,cv566_8967.txt,cv833_11053.txt
371,cv887_5306.txt,cv259_10934.txt
372,cv260_15652.txt,cv720_5389.txt
373,cv145_12239.txt,cv985_6359.txt
374,cv966_28671.txt,cv956_11609.txt
375,cv810_13660.txt,cv084_13566.txt
376,cv519_16239.txt,cv652_13972.txt
377,cv223_28923.txt,cv067_19774.txt
378,cv839_22807.txt,cv700_21947.txt
379,cv725_10266.txt,cv240_14336.txt
380,cv366_10709.txt,cv970_18450.txt
381,cv915_9342.txt,cv814_18975.txt
382,cv358_11557.txt,cv524_23627.txt
383,cv296_13146.txt,cv256_14740.txt
384,cv439_17633.txt,cv497_26980.txt
385,cv586_8048.txt,cv241_23130.txt
386,cv550_23226.txt,cv752_24155.txt
387,cv215_23246.txt,cv885_12318.txt
388,cv898_1576.txt,cv329_29370.txt
389,cv744_10091.txt,cv250_25616.txt
390,cv780_8467.txt,cv656_24201.txt
391,cv580_15681.txt,cv154_9328.txt
392,cv034_29446.txt,cv747_16556.txt
393,cv120_3793.txt,cv945_12160.txt
394,cv238_14285.txt,cv746_10147.txt
395,cv343_10906.txt,cv570_29082.txt
396,cv388_12810.txt,cv476_16856.txt
397,cv545_12848.txt,cv374_25436.txt
398,cv938_10706.txt,cv361_28944.txt
399,cv609_25038.txt,cv281_23253.txt
400,cv544_5301.txt,cv982_21103.txt
401,cv462_20788.txt,cv213_18934.txt
402,cv652_15653.txt,cv450_7890.txt
403,cv162_10977.txt,cv851_20469.txt
404,cv914_2856.txt,cv687_21100.txt
405,cv335_16299.txt,cv143_19666.txt
406,cv613_23104.txt,cv710_22577.txt
407,cv561_9484.txt,cv133_16336.txt
408,cv012_29411.txt,cv324_7082.txt
409,cv068_14810.txt,cv863_7424.txt
410,cv651_11120.txt,cv276_15684.txt
411,cv563_18610.txt,cv009_29592.txt
412,cv326_14777.txt,cv853_29233.txt
413,cv935_24977.txt,cv425_8250.txt
414,cv417_14653.txt,cv548_17731.txt
415,cv529_10972.txt,cv868_11948.txt
416,cv771_28466.txt,cv712_22920.txt
417,cv262_13812.txt,cv486_9799.txt
418,cv331_8656.txt,cv647_13691.txt
419,cv815_23466.txt,cv900_10331.txt
420,cv449_9126.txt,cv254_6027.txt
421,cv403_6721.txt,cv575_21150.txt
422,cv080_14899.txt,cv056_13133.txt
423,cv752_25330.txt,cv940_17705.txt
424,cv353_19197.txt,cv253_10077.txt
425,cv304_28489.txt,cv290_11084.txt
426,cv007_4992.txt,cv448_14695.txt
427,cv980_11851.txt,cv051_10306.txt
428,cv249_12674.txt,cv675_21588.txt
429,cv886_19210.txt,cv112_11193.txt
430,cv322_21820.txt,cv296_12251.txt
431,cv976_10724.txt,cv555_23922.txt
432,cv471_18405.txt,cv026_29325.txt
433,cv684_12727.txt,cv592_22315.txt
434,cv960_28877.txt,cv552_10016.txt
435,cv059_28723.txt,cv327_20292.txt
436,cv897_11703.txt,cv753_10875.txt
437,cv593_11931.txt,cv363_29332.txt
438,cv957_9059.txt,cv375_9929.txt
439,cv111_12253.txt,cv287_15900.txt
440,cv048_18380.txt,cv638_2953.txt
441,cv348_19207.txt,cv542_18980.txt
442,cv299_17950.txt,cv211_9953.txt
443,cv457_19546.txt,cv500_10251.txt
444,cv371_8197.txt,cv330_29809.txt
445,cv461_21124.txt,cv620_24265.txt
446,cv640_5380.txt,cv704_15969.txt
447,cv224_18875.txt,cv245_8569.txt
448,cv847_20855.txt,cv164_22447.txt
449,cv573_29384.txt,cv633_29837.txt
450,cv783_14724.txt,cv806_8842.txt
451,cv999_14636.txt,cv968_24218.txt
452,cv601_24759.txt,cv505_12090.txt
453,cv937_9816.txt,cv139_12873.txt
454,cv137_17020.txt,cv558_29507.txt
455,cv522_5418.txt,cv679_28559.txt
456,cv175_7375.txt,cv343_10368.txt
457,cv673_25874.txt,cv187_12829.txt
458,cv103_11943.txt,cv107_24319.txt
459,cv242_11354.txt,cv593_10987.txt
460,cv655_12055.txt,cv189_22934.txt
461,cv089_12222.txt,cv701_14252.txt
462,cv100_12406.txt,cv417_13115.txt
463,cv254_5870.txt,cv269_21732.txt
464,cv479_5450.txt,cv674_10732.txt
465,cv518_14798.txt,cv645_15668.txt
466,cv463_10846.txt,cv961_5682.txt
467,cv762_15604.txt,cv777_10094.txt
468,cv901_11934.txt,cv522_5583.txt
469,cv970_19532.txt,cv501_11657.txt
470,cv997_5152.txt,cv344_5312.txt
471,cv365_12442.txt,cv446_11353.txt
472,cv400_20631.txt,cv754_7216.txt
473,cv396_19127.txt,cv565_29572.txt
474,cv200_29006.txt,cv690_5619.txt
475,cv693_19147.txt,cv158_10390.txt
476,cv013_10494.txt,cv093_13951.txt
477,cv829_21725.txt,cv867_16661.txt
478,cv213_20300.txt,cv971_10874.txt
479,cv257_11856.txt,cv020_8825.txt
480,cv414_11161.txt,cv641_12349.txt
481,cv968_25413.txt,cv894_2068.txt
482,cv502_10970.txt,cv349_13507.txt
483,cv718_12227.txt,cv173_4471.txt
484,cv327_21743.txt,cv362_15341.txt
485,cv190_27176.txt,cv159_29505.txt
486,cv932_14854.txt,cv934_19027.txt
487,cv455_28866.txt,cv946_18658.txt
488,cv334_0074.txt,cv740_12445.txt
489,cv002_17424.txt,cv315_11629.txt
490,cv896_17819.txt,cv930_13475.txt
491,cv526_12868.txt,cv864_3416.txt
492,cv930_14949.txt,cv451_10690.txt
493,cv000_29416.txt,cv606_15985.txt
494,cv973_10171.txt,cv320_9530.txt
495,cv523_18285.txt,cv822_20049.txt
496,cv616_29187.txt,cv583_29692.txt
497,cv768_12709.txt,cv996_11592.txt
498,cv097_26081.txt,cv401_12605.txt
499,cv564_12011.txt,cv795_10122.txt
500,cv754_7709.txt,cv347_13194.txt
501,cv723_9002.txt,cv268_18834.txt
502,cv055_8926.txt,cv416_11136.txt
503,cv952_26375.txt,cv597_26360.txt
504,cv032_23718.txt,cv031_18452.txt
505,cv146_19587.txt,cv325_16629.txt
506,cv917_29484.txt,cv001_18431.txt
507,cv541_28683.txt,cv935_23841.txt
508,cv229_15200.txt,cv339_21119.txt
509,cv228_5644.txt,cv612_5461.txt
510,cv436_20564.txt,cv094_27889.txt
511,cv467_26610.txt,cv279_18329.txt
512,cv147_22625.txt,cv075_6500.txt
513,cv122_7891.txt,cv870_16348.txt
514,cv177_10904.txt,cv380_7574.txt
515,cv422_9632.txt,cv079_11933.txt
516,cv934_20426.txt,cv535_19728.txt
517,cv481_7930.txt,cv874_11236.txt
518,cv107_25639.txt,cv817_4041.txt
519,cv374_26455.txt,cv019_14482.txt
520,cv239_29828.txt,cv239_3385.txt
521,cv203_19052.txt,cv901_11017.txt
522,cv796_17243.txt,cv596_28311.txt
523,cv300_23302.txt,cv791_16302.txt
524,cv297_10104.txt,cv533_9821.txt
525,cv618_9469.txt,cv036_16831.txt
526,cv845_15886.txt,cv490_17872.txt
527,cv846_29359.txt,cv192_14395.txt
528,cv606_17672.txt,cv462_19350.txt
529,cv511_10360.txt,cv914_28742.txt
530,cv692_17026.txt,cv655_11154.txt
531,cv534_15683.txt,cv331_8273.txt
532,cv577_28220.txt,cv340_13287.txt
533,cv235_10704.txt,cv047_1754.txt
534,cv816_15257.txt,cv480_19817.txt
535,cv869_24782.txt,cv264_12801.txt
536,cv872_13710.txt,cv167_16376.txt
537,cv161_12224.txt,cv989_15824.txt
538,cv360_8927.txt,cv622_8147.txt
539,cv476_18402.txt,cv386_10080.txt
540,cv159_29374.txt,cv266_25779.txt
541,cv622_8583.txt,cv193_5416.txt
542,cv610_24153.txt,cv788_25272.txt
543,cv661_25780.txt,cv178_12972.txt
544,cv321_14191.txt,cv591_23640.txt
545,cv904_25663.txt,cv174_9659.txt
546,cv294_12695.txt,cv431_7085.txt
547,cv878_17204.txt,cv065_15248.txt
548,cv011_13044.txt,cv083_24234.txt
549,cv776_21934.txt,cv367_22792.txt
550,cv885_13390.txt,cv270_6079.txt
551,cv900_10800.txt,cv739_11209.txt
552,cv277_20467.txt,cv053_21822.txt
553,cv489_19046.txt,cv954_18628.txt
554,cv992_12806.txt,cv664_4389.txt
555,cv584_29549.txt,cv471_16858.txt
556,cv821_29283.txt,cv815_22456.txt
557,cv632_9704.txt,cv293_29856.txt
558,cv220_28906.txt,cv494_17389.txt
559,cv026_29229.txt,cv438_8043.txt
560,cv378_21982.txt,cv426_10421.txt
561,cv883_27621.txt,cv848_10036.txt
562,cv923_11951.txt,cv544_5108.txt
563,cv750_10606.txt,cv751_15719.txt
564,cv046_10613.txt,cv705_11059.txt
565,cv347_14722.txt,cv169_23778.txt
566,cv118_28837.txt,cv042_10982.txt
567,cv320_9693.txt,cv243_20728.txt
568,cv672_27988.txt,cv615_14182.txt
569,cv289_6239.txt,cv498_8832.txt
570,cv711_12687.txt,cv973_10066.txt
571,cv496_11185.txt,cv220_29059.txt
572,cv041_22364.txt,cv762_13927.txt
573,cv030_22893.txt,cv902_12256.txt
574,cv073_23039.txt,cv906_11491.txt
575,cv808_13773.txt,cv002_15918.txt
576,cv795_10291.txt,cv062_23115.txt
577,cv265_11625.txt,cv258_5792.txt
578,cv498_9288.txt,cv345_9954.txt
579,cv695_22268.txt,cv080_13465.txt
580,cv861_12809.txt,cv489_17906.txt
581,cv802_28381.txt,cv283_11055.txt
582,cv611_2253.txt,cv040_8276.txt
583,cv703_17948.txt,cv832_23275.txt
584,cv084_15183.txt,cv932_13401.txt
585,cv106_18379.txt,cv580_14064.txt
586,cv592_23391.txt,cv975_10981.txt
587,cv198_19313.txt,cv909_9960.txt
588,cv208_9475.txt,cv447_27332.txt
589,cv871_25971.txt,cv955_25001.txt
590,cv373_21872.txt,cv125_9391.txt
591,cv797_7245.txt,cv569_26381.txt
592,cv868_12799.txt,cv768_11751.txt
593,cv324_7502.txt,cv373_20404.txt
594,cv006_17022.txt,cv455_29000.txt
595,cv884_15230.txt,cv126_28971.txt
596,cv383_14662.txt,cv074_6875.txt
597,cv096_12262.txt,cv190_27052.txt
598,cv858_20266.txt,cv011_12166.txt
599,cv384_18536.txt,cv081_16582.txt
600,cv494_18689.txt,cv226_2618.txt
601,cv392_12238.txt,cv893_26269.txt
602,cv963_7208.txt,cv834_22195.txt
603,cv828_21392.txt,cv052_29378.txt
604,cv305_9937.txt,cv792_3832.txt
605,cv967_5626.txt,cv563_17257.txt
606,cv040_8829.txt,cv456_18985.txt
607,cv357_14710.txt,cv413_7398.txt
608,cv025_29825.txt,cv096_11474.txt
609,cv448_16409.txt,cv203_17986.txt
610,cv302_26481.txt,cv948_24606.txt
611,cv552_0150.txt,cv372_6552.txt
612,cv420_28631.txt,cv952_25240.txt
613,cv893_26731.txt,cv162_10424.txt
614,cv191_29539.txt,cv639_10308.txt
615,cv855_22134.txt,cv731_4136.txt
616,cv866_29447.txt,cv434_5793.txt
617,cv623_16988.txt,cv794_15868.txt
618,cv903_18981.txt,cv029_18643.txt
619,cv125_9636.txt,cv774_13845.txt
620,cv081_18241.txt,cv891_6385.txt
621,cv784_16077.txt,cv821_29364.txt
622,cv560_18608.txt,cv966_28832.txt
623,cv149_17084.txt,cv117_24295.txt
624,cv587_20532.txt,cv766_7540.txt
625,cv271_15364.txt,cv743_15449.txt
626,cv219_19874.txt,cv061_8837.txt
627,cv344_5376.txt,cv157_29372.txt
628,cv278_14533.txt,cv672_28083.txt
629,cv627_12603.txt,cv000_29590.txt
630,cv786_23608.txt,cv323_29805.txt
631,cv450_8319.txt,cv410_24266.txt
632,cv423_12089.txt,cv547_16324.txt
633,cv615_15734.txt,cv219_18626.txt
634,cv179_9533.txt,cv003_11664.txt
